Location,Co,Gr,Sa,Si,Cl,dmax,CU,CC,d10,d50,RHS,RHPRUSP,WPRUSP,wL,wP,wS,IP,w,IC,IA,k10,c,phi,cr,phir,Latitude,Longitude
,0,2.5,49,43,5.5,100,19.1,1.7,0.005,0.068,,,,29.2,12.9,8.8,16.3,0,,,,,,,,,
,0,10.9,33.6,35,20.5,100,,,,0.042,,,,41.8,17.2,11.1,24.6,0,,,,,,,,,
,0,40.9,23,26.5,9.6,100,1071.8,0.3,0.002,0.448,,,,37.1,17.4,12.4,19.7,0,,,,,,,,,
,0,1.6,15.5,55.5,27.4,100,,,,0.009,,,,46.5,17.7,10.5,28.8,0,,,,,,,,,
,0,0.4,16.6,65.5,17.4,100,,,,0.018,,,,40,18.5,13.1,21.6,0,,,,,,,,,
,0,48.8,15.3,27.1,8.9,100,2470.8,0.1,0.003,1.57,,,,39.3,18.9,13.8,20.4,0,,,,,,,,,
,0,0.4,17,70.1,12.6,100,18.8,1.9,0.002,0.023,,,,31.5,15.1,11,16.4,0,,,,,,,,,
,0,0.3,8.7,69.9,21.1,10,,,,0.09,,,,50.7,20.2,12.6,30.5,0,,,,,,,,,
,0,13.3,47,32.9,6.9,31.5,18.9,3.3,0.004,0.074,,,,,,,,,,,,26.1,19.1,23.3,19.8,,
Bärnkopf,,,,,,,,,,,,,,,,,,,,,,,,,,48.3901588,15.0068594
Bärnkopf,0,41.6,35.8,19,3.6,25,289,1.6,,1.216,,1.887,13.4,,,,,,,,1.90E-09,,,,,48.3901588,15.0068594
Bärnkopf,0,44.6,32.6,20.1,2.8,25,312,1.1,,1.472,,1.608,20.2,,,,,,,,1.90E-08,,,,,48.3901588,15.0068594
Bärnkopf,0,15.9,46.2,29.4,8.6,25,137,0.7,,0.178,,1.846,15.6,,,,,,,,3.50E-10,,,,,48.3901588,15.0068594
Bärnkopf,0,50.3,38.1,10.6,1,45,79,1.1,,2.04,2.616,1.835,14.5,,,,,,,,,5,32.5,,,48.3901588,15.0068594
Laxenburg,1,81.6,14.2,2.6,0.5,67,14.3,1.3,1,9.437,2.65,2.212816,6.983354,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,1.9,59.2,21.3,12.8,4.8,67,1193.5,4.7,,5.086,2.65,2.212816,6.983354,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,35,44,18,3,45,51.05,1.62,,0.29,2.695555,2.059328,10.34729,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,39,32,26,4,45,181,0.38,,0.32,2.696345,2.016444,9.856027,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,26,37,32,5,56,65.48,0.84,,0.19,2.696585,1.986493,11.70564,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,1,84,12,2,0,67,14.73,2,1,10.67,2.65,2.206297,6.757113,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,1,37,35,24,4,67,146.2,0.67,,0.38,2.69311,2.0278,10.5804,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,1,36.7,35,23.7,3.6,67,146.2,0.7,,0.376,2.69311,2.0278,10.5804,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,32.2,33,29.5,5.3,45,63.4,0.9,,0,2.69631,1.97618,12.43678,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0.7,80.3,15.1,3.3,0.6,67,44,5.4,,12.443,2.65,2.174639,7.503459,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,34.3,38.3,23.2,4.3,45,95.9,0.8,,0.343,2.69478,2.00103,10.79979,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,38,31,26,5,45,183.04,0.4,,0.28,2.69405,1.9909,11.07841,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,1,47,27,21,4,67,496.7,0.31,,1.31,2.69291,2.082877,8.922019,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,34,38,23,4,45,95.92,0.81,,0.34,2.69478,2.00103,10.79979,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,38,31,26,5,45,183.04,0.4,,0.28,2.69405,1.9909,11.07841,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,1,47,27,21,4,67,496.7,0.31,,1.31,2.69291,2.082877,8.922019,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,42,30,22,5,45,381,0.38,,0.48,2.696035,2.101588,9.082853,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,44,30,22,5,45,401.3,0.51,,0.84,2.65,2.114867,7.969154,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,48,26,20,6,56,676,0.34,,1.21,2.692165,2.072817,9.218647,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,47.9198,25.97246,20.45765,5.650087,56,675.9965,0.3377514,,1.213255,2.692165,2.072817,9.218647,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,1.934934,46.54763,21.86434,25.71374,3.939353,67,583.1415,0.08688325,,1.333603,2.691755,2.033278,9.55207,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,51.64108,25.92971,19.0632,3.366011,45,371.9765,0.1870831,,2.370134,2.69406,2.118914,8.001458,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,52.39314,25.82442,18.71581,3.066628,45,347.802,0.1932897,,2.581966,2.696615,2.139424,8.867243,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,43.10248,24.35736,27.43686,5.1033,45,413.2592,0.1378992,,0.3883205,2.69703,2.036463,10.4189,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,52.39314,25.82442,18.71581,3.066628,45,347.802,0.1932897,,2.581966,2.696615,2.139424,8.867243,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,43.10248,24.35736,27.43686,5.1033,45,413.2592,0.1378992,,0.3883205,2.69703,2.036463,10.4189,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,47.9198,25.97246,20.45765,5.650087,56,675.9965,0.3377514,,1.213255,2.692165,2.072817,9.218647,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,1.934934,46.54763,21.86434,25.71374,3.939353,67,583.1415,0.08688325,,1.333603,2.691755,2.033278,9.55207,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,51.64108,25.92971,19.0632,3.366011,45,371.9765,0.1870831,,2.370134,2.69406,2.118914,8.001458,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,52.39314,25.82442,18.71581,3.066628,45,347.802,0.1932897,,2.581966,2.696615,2.139424,8.867243,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,43.10248,24.35736,27.43686,5.1033,45,413.2592,0.1378992,,0.3883205,2.69703,2.036463,10.4189,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,3.574628,46.2983,40.55768,9.569401,25,41.47092,3.461251,,0.06263465,2.69953,1.931458,11.95055,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,6.727827,27.19623,56.22014,9.855807,25,23.22255,1.917169,,0.03274909,2.6998,1.724447,18.42002,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,3.009605,22.20948,62.7906,11.99032,18,24.05391,1.819598,,0.025941,2.7,1.752142,17.81024,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,1.269913,28.40619,59.20745,11.11645,12.5,23.31848,1.670482,,0.02676087,2.7,1.736239,18.45908,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,87.46506,9.835739,2.23421,0.4649935,56,18.09231,3.480761,1,12.96582,2.65,2.221003,6.467745,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,2.181643,20.26587,64.00285,13.54964,18,,,,0.02033007,2.65,2.221003,6.467745,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,2.181643,20.26587,64.00285,13.54964,18,,,,0.02033007,2.7,1.699781,19.37602,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,2.446181,19.90779,63.82864,13.81739,25,,,,0.01901481,2.699865,1.718262,18.63571,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,2.046353,24.9919,62.92817,10.03358,12.5,19.12546,1.675505,,0.02719202,2.7,1.714392,18.57706,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,4.56481,29.48119,56.79939,9.154605,25,21.43641,1.617768,,0.03424571,2.69982,1.76533,17.08352,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,0.02283454,1.604414,76.36787,22.00488,4,,,,0.01061216,2.699515,1.724323,18.38991,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,0,0.4860818,74.78216,24.73176,2,,,,0.009352736,2.75,1.718035,19.48193,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,0.02283454,1.604414,76.36787,22.00488,4,,,,0.01061216,2.75,1.718035,19.48193,,,,,,,,8.83E-09,,,,,48.0686831,16.3561206
Laxenburg,0,0.1413763,2.164435,59.27268,38.4215,4,,,,0.004261015,2.75,1.880441,14.63669,,,,,,,,4.42E-11,,,,,48.0686831,16.3561206
Laxenburg,0,0,0.5302489,76.28344,23.18631,2,,,,0.01039616,2.75,2.221144,6.553334,,,,,,,,3.08E-10,,,,,48.0686831,16.3561206
Laxenburg,0,0,0.4860818,74.78216,24.73176,2,,,,0.009352736,2.75,2.139424,8.867243,,,,,,,,3.89E-10,,,,,48.0686831,16.3561206
Laxenburg,0,0,0.3197312,77.08632,22.59395,2,,,,0.0100002,2.75,1.714392,18.57706,,,,,,,,9.99E-10,,,,,48.0686831,16.3561206
Laxenburg,0,0,0.4860818,74.78216,24.73176,2,,,,0.009352736,2.75,1.708131,18.66645,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,0,0.3197312,77.08632,22.59395,2,,,,0.0100002,2.75,1.71792,19.63675,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,34.6823,43.97253,17.93463,3.410537,45,51.04896,1.618966,,0.01307526,2.695555,2.212816,6.983354,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,38.58182,31.56703,25.79476,4.056391,45,181.0422,0.3770398,,0.007731295,2.696345,2.036463,10.4189,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,28.13124,48.49364,20.16421,3.210903,56,32.66132,4.774488,,0.01078754,2.696585,1.71792,19.63675,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,1.125199,39.38444,43.59481,13.85225,2.043307,67,84.72549,0.9129725,,0.02526486,2.69311,1.718035,19.48193,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,30.50662,29.43542,34.38619,5.671767,45,66.45729,0.6266007,,0.005268397,2.697285,1.947893,12.27317,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,28.77014,28.48296,36.97785,5.769051,56,51.04874,0.7138796,,0.004654182,2.695655,1.880441,14.63669,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,32.20175,32.97849,29.48561,5.334148,45,63.4033,0.9101462,,0.005952697,2.69631,1.97618,12.43678,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,37.77482,34.63174,23.29059,4.30285,45,125.4391,0.6098359,,0.008953965,2.69478,2.00103,10.79979,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,38.14908,30.64094,26.00861,5.201365,45,183.0424,0.4045146,,0.006659524,2.69405,1.9909,11.07841,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0.7921219,47.27333,26.90842,20.88531,4.140826,67,496.6954,0.3080841,1,0.009378114,2.69291,2.082877,8.922019,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,42.13046,30.23722,22.44702,5.185302,45,381.0399,0.3771867,,0.006610376,2.696035,2.101588,9.082853,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,44.01051,29.53913,21.56663,4.883732,45,401.283,0.506009,1,0.007018701,2.65,2.114867,7.969154,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,47.9198,25.97246,20.45765,5.650087,56,675.9965,0.3377514,1,0.006928909,2.692165,2.072817,9.218647,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,1.934934,46.54763,21.86434,25.71374,3.939353,67,583.1415,0.08688325,1,0.009093402,2.691755,2.033278,9.55207,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,51.64108,25.92971,19.0632,3.366011,45,371.9765,0.1870831,2,0.01440405,2.69406,2.118914,8.001458,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,52.39314,25.82442,18.71581,3.066628,45,347.802,0.1932897,3,0.01527082,2.696615,2.139424,8.867243,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,10.81365,44.39271,19.17579,21.60018,4.017669,75,919.2008,0.1002047,,4.105321,2.69703,2.036463,10.4189,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,3.009605,22.20948,62.7906,11.99032,18,24.05391,1.935193,,0.00153596,2.7,1.752142,17.81024,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,1.269913,28.40619,59.20745,11.11645,12.5,23.31848,1.670482,,0.001734649,2.7,1.736239,18.45908,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,2.181643,20.26587,64.00285,13.54964,18,,,,,2.7,1.699955,19.33498,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,2.446181,19.90779,63.82864,13.81739,25,,,,,2.699865,1.718262,18.63571,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,2.046353,24.9919,62.92817,10.03358,12.5,19.12546,1.675505,,0.001992455,2.7,1.714392,18.57706,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,3.574628,46.2983,40.55768,9.569401,25,41.47092,3.461251,,0.002187178,2.69953,1.931458,11.95055,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,3.284597,26.26346,56.7294,13.72254,25,,,,,2.69982,1.76533,17.08352,,,,,,,,,,,,,48.0686831,16.3561206
Laxenburg,0,4.56481,29.48119,56.79939,9.154605,25,21.43641,1.617768,,0.002282401,2.699515,1.724323,18.38991,,,,,,,,,,,,,48.0686831,16.3561206
Haag,,,,,,,,,,,2.75,1.773542,15.33652,,,,,,,,,,,,,48.1118898,14.5660884
Heidenreichstein,0,15.9,52.3,27.5,4.2,35.5,63.8,1.4,,0.209,,,,27.19,22.55,21.4,4.64,,0,0.686,,,,,,48.8657996,15.1230155
Dobersberg,0,12.08102,48.78663,31.8096,7.322755,25,78.3989,0.8573054,,0.1358391,,,,35.61182,23.02268,19.87539,12.58914,,0,1.408181,,,,,,48.9162587,15.3209854
Dobersberg,0,0.7980466,28.22031,44.31174,26.6699,4,,,,0.01351444,,,,44.06642,22.7788,17.4569,21.28762,,0,0.708171,,,,,,48.9162587,15.3209854
Dobersberg,0,4.7593,53.46544,35.24621,6.529056,8,54.68539,0.8643967,,0.1115805,,,,24.77654,18.77386,17.27318,6.002683,,0,0.5594299,,,,,,48.9162587,15.3209854
Waldkirchen,0,10.42575,19.33919,52.1907,18.04437,45,,,,0.0251726,,,,30.12561,16.40389,12.97345,13.72173,,1.864606,0.6454247,,,,,,48.43897,13.82196
Waldkirchen,0,0.1800597,16.7625,61.82254,21.23491,4,,,,0.01161626,,,,43.739,19.07531,12.90939,24.66369,,0,1.119042,,,,,,48.43897,13.82196
Waldkirchen,0,0.6580234,17.3412,63.76862,18.23215,4,,,,0.01423908,,,,36.55104,21.72002,18.01227,14.83102,,0,0.7732542,,,,,,48.43897,13.82196
Waldkirchen,0,0.162679,17.55934,60.61186,21.66612,4,,,,0.01237402,,,,30.18306,20.80838,18.46471,9.374681,,0,0.4188866,,,,,,48.43897,13.82196
Sitzendorf an der Schmida,0,0,3.885436,61.24313,34.87143,2,,,,0.005149653,,,,48.35713,20.49594,13.53065,27.86118,,1.284121,0.7948983,,,,,,48.5986049,15.9416906
Sitzendorf an der Schmida,0,0.9762049,26.53531,47.23259,25.25589,12.5,,,,0.01709132,,,,40.5486,17.00498,11.11908,23.54361,,0,0.8617721,,,,,,48.5986049,15.9416906
Sitzendorf an der Schmida,0,0,8.186001,62.99134,28.82265,2,,,,0.007207977,,,,53.97487,22.79099,14.99501,31.18389,,1.121248,1.077908,,,,,,48.5986049,15.9416906
Sitzendorf an der Schmida,0,0.1275539,7.23089,66.72174,25.91982,4,,,,0.008486994,,,,40.49364,17.69535,11.99577,22.7983,,1.026991,0.8718278,,,,,,48.5986049,15.9416906
Sitzendorf an der Schmida,0,0.04727244,8.831161,68.23025,22.89131,4,,,,0.008572681,2.75,1.637121,22.29682,,,,,,,,,,,,,48.5986049,15.9416906
Sitzendorf an der Schmida,0,5.627078,35.14454,39.46615,19.76222,35.5,,,,0.03345386,2.74757,1.83679,16.16458,,,,,,,,,,,,,48.5986049,15.9416906
Sitzendorf an der Schmida,0,0.2066135,18.88366,66.00453,14.9052,12.5,,,,0.01766354,2.75,1.796111,17.41557,,,,,,,,2.69E-11,,,,,48.5986049,15.9416906
Sitzendorf an der Schmida,0,0.3980637,14.16421,47.47165,37.96608,12.5,,,,0.004922353,2.75,1.722499,19.26758,,,,,,,,,,,,,48.5986049,15.9416906
Sitzendorf an der Schmida,0,0.8825123,14.07566,53.61525,31.42658,8,,,,0.007223287,2.7,1.793571,17.32726,,,,,,,,1.24E-11,,,,,48.5986049,15.9416906
Sitzendorf an der Schmida,0,0.3454268,15.22225,47.08876,37.34357,8,,,,0.005138247,2.75,1.751285,18.34857,,,,,,,,1.31E-11,,,,,48.5986049,15.9416906
Sitzendorf an der Schmida,0,2.680069,26.71858,53.90546,16.69589,8,,,,0.0196956,2.7,1.783344,16.53505,,,,,,,,1.95E-10,,,,,48.5986049,15.9416906
Sitzendorf an der Schmida,0,0.3765464,14.95011,62.59075,22.08259,8,,,,0.01307218,2.75,1.798579,16.57572,,,,,,,,,,,,,48.5986049,15.9416906
Sitzendorf an der Schmida,0,0.873363,16.04185,46.56806,36.51673,8,,,,0.005249031,2.75,1.69731,19.07359,,,,,,,,,,,,,48.5986049,15.9416906
Sitzendorf an der Schmida,0,0.8228183,17.94634,55.79105,25.43979,8,,,,0.009446765,2.75,1.718026,18.7211,,,,,,,,,,,,,48.5986049,15.9416906
Langenlois,0,0.8,13.8,74.6,10.7,18,13.4,2,,0.019,,,,,,,,,,,,1.6,33.5,1.3,33.5,48.472601,15.676295
Langenlois,,,,,,,,,,,,,,,,,,,,,,2.6,31.7,3,31.4,48.472601,15.676295
Langenlois,,,,,,,,,,,,,,,,,,,,,,1.6,32.4,0.9,32.4,48.472601,15.676295
Langenlois,0,0.7,14.9,68.6,15.8,8,,,,0.017,2.75,1.852,15.2,30.59,20.05,17.42,10.54,,1.08,0.655,7.09E-10,1.8,31.9,1.2,31.9,48.472601,15.676295
Langenlois,0.9,60.3,25.7,8.9,4.2,67,669.1158,1.2,,6.959,,,,,,,,,,,,3.3,19.8,3.8,19.6,48.472601,15.676295
Langenlois,0,0.1,48.6,25.7,25.6,4,,,,0.052,,,,,,,,,,,,6.2,19.9,6.9,19.7,48.472601,15.676295
Langenlois,0,0.1,12.8,70,17.1,4,,,,0.017,,,,,,,,,,,,0,19.9,0,33.3,48.472601,15.676295
Langenlois,0,0,11.3,70.4,18.3,2,,,,0.15,2.7,1.85,15.2,,,,,,,,,0.9,31.8,2.1,31.8,48.472601,15.676295
Langenlois,0,3.7,18,50.9,27.4,12.5,,,,0.011,2.702,1.78,17.34,,,,,,,,1.22E-11,7.1,16.8,7.6,16.7,48.472601,15.676295
Langenlois,0,0,20.5,60.9,18.5,4,,,,0.018,2.722,1.78,17.31,,,,,,,,4.55E-10,3.9,32.9,2.6,33,48.472601,15.676295
Langenlois,,,,,,,,,,,2.75,1.779,17.3,,,,,,,,1.22E-11,5.9,16.1,7.6,16.7,48.472601,15.676295
Sankt Valentin,0,0,1.2,52.8,46,2,,,,0.003,2.753,1.623,20.6,67.72,24.4,13.57,43.32,,0.92,0.94,3.20E-11,6.8,18.8,6.8,17.4,48.16847735,14.54962453
Sankt Valentin,0,0.8,8.5,65.4,25.3,8,,,,0.008,2.746,1.736,18.1,39.92,21,16.29,18.91,,0.818,0.74,1.22E-08,6.1,25.8,5.4,25.7,48.16847735,14.54962453
Gneixendorf,0,0,11.9,80.5,7.6,0.2,9.8,1.3,0.003,0.018,2.75,1.692,19.7,43.7,22.6,17.4,21.1,21.3,1.062,,,10.9,22.4,10.5,21.9,48.4381941,15.6184283
Gneixendorf,0,0,13.5,73.9,12.6,0.2,,,,0.013,2.75,1.621,22,50.3,24.2,16.9,29.1,19.7,1.052,,,5.7,25.5,3.1,25,48.4381941,15.6184283
Gneixendorf,0,0,10.5,78.7,10.8,0.2,10.2,1.4,0.002,0.014,2.75,1.618,22.1,62.5,25.1,15.7,37.4,22.1,1.08,,,9,24,5.7,23.7,48.4381941,15.6184283
Gneixendorf,0,0,9.4,74.6,16,0.2,,,,0.008,2.75,1.7,18.6,60.1,21.9,12.4,38.2,19.4,1.065,,,8.2,24.4,8.2,23.7,48.4381941,15.6184283
Gneixendorf,0,0,10.8,81.4,7.8,0.2,7.3,0.9,0.002,0.013,2.75,1.709,17.9,48.9,20.9,13.8,28.1,11.5,1.331,,,7.2,25.9,5.6,25.5,48.4381941,15.6184283
Gneixendorf,0,0,12.9,82,5.1,0.2,7,1,0.004,0.019,2.75,1.67,19.5,44.3,22.6,17.2,21.6,19.3,1.157,,,10.6,22.5,10.5,22.5,48.4381941,15.6184283
Gneixendorf,0,0,14.9,78.1,7.1,0.2,8.7,0.9,0.003,0.017,2.75,1.712,19,59.2,22.6,13.5,36.5,16.6,1.167,,,7.5,24.4,6.5,24.4,48.4381941,15.6184283
Gneixendorf,0,0,10.8,77.4,11.8,0.2,14.7,1.4,0.002,0.017,2.75,1.634,21.3,42.5,24.6,20.1,18,19.9,1.256,,,9.4,27.1,9.4,26.7,48.4381941,15.6184283
Gneixendorf,0,0,15.3,74,10.7,0.2,14.9,10,0.002,0.018,2.75,1.726,18.4,40.6,21.9,17.2,18.7,22.1,0.989,,,3.9,31,3.9,30.4,48.4381941,15.6184283
Gneixendorf,0,0,11.1,75.3,13.6,0.2,,,,0.011,2.75,1.698,19.3,42,22.2,17.2,19.8,21.3,1.045,,,7.8,21.8,6.8,21.4,48.4381941,15.6184283
Gneixendorf,0,0,11,75.5,13.3,0.2,,,,0.011,2.75,1.643,20.8,34.9,22.1,18.9,12.8,21.2,1.07,,,7.8,21.8,6.1,21.6,48.4381941,15.6184283
Tulln,0,0.05050302,4.845959,62.21754,32.886,4,,,,0.005,,,,,,,,,,,1.51E-10,,,,,48.3311702,16.05179
Tulln,0,0.02516508,5.209363,61.15761,33.60786,4,,,,0.005,,,,,,,,,,,2.78E-10,,,,,48.3311702,16.05179
Hollabrunn,0,1.197392,4.592615,56.84621,37.36379,18,,,,0.004,2.75,1.783152,17.99283,46.027,20.04,13.544,25.987,,1.345,0.642,2.18E-10,,,,,48.5625384,16.0798033
Hollabrunn,0,3.528976,8.271152,54.44561,33.75427,35.5,,,,0.005,2.75,1.80367,17.99283,44.968,20.945,14.94,24.022,,1.248,0.688,1.09E-10,,,,,48.5625384,16.0798033
Hollabrunn,0,0.04547834,3.905684,55.65324,40.3956,8,,,,0.003,2.75,1.748173,18.90913,41.948,19.706,14.145,22.242,,1.005,0.608,,1.9,23.5,3.3,22.8,48.5625384,16.0798033
Hollabrunn,0,0,9.645712,55.64259,34.71169,2,,,,0.005,2.75,1.792161,17.12414,,,,,,,,,,,,,48.5625384,16.0798033
Hollabrunn,0,0,10.81653,52.85227,36.33119,2,,,,0.004,2.75,1.764488,18.15374,,,,,,,,,,,,,48.5625384,16.0798033
Hollabrunn,0,0.2274036,16.70726,51.34117,31.72417,4,,,,0.006,2.75,1.838851,16.04738,,,,,,,,,,,,,48.5625384,16.0798033
Hollabrunn,0,38.14135,31.07735,20.70382,10.07748,45,829.0538,1.047542,0.001954949,0.587,2.69022,2.061423,10.42253,41.551,21.524,16.518,20.027,,1.1,0.67,,,,,,48.5625384,16.0798033
Hollabrunn,0,43.2434,37.36037,14.31146,5.084769,56,259.2403,2.494756,0.01012635,0.97,2.69022,2.046433,10.34204,,,,,,,,,,,,,48.5625384,16.0798033
Hollabrunn,0,0.149256,9.392726,60.71408,29.74394,4,,,,0.007,2.7,1.77972,17.10537,,,,,,,,,,,,,48.5625384,16.0798033
Hollabrunn,0,0,3.7431,57.08981,39.1671,2,,,,0.004,2.7,1.774622,16.94238,,,,,,,,,,,,,48.5625384,16.0798033
Hollabrunn,,,,,,,,,,,,,,,,,,,,,,,,,,48.5625384,16.0798033
Hollabrunn,0,0.1491666,9.531301,60.62113,29.6984,4,,,,0.007,2.7,1.784301,17.10537,,,,,,,,,,,,,48.5625384,16.0798033
Perchtolsdorf,0,20.97973,23.21847,42.04063,13.76117,35.5,,,,0.04,2.748,1.876772,13.82678,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,32.62637,21.15479,29.38961,16.82923,35.5,,,,0.083,2.746,1.816189,15.2992,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,39.40663,28.67211,19.15197,12.76929,35.5,,,,0.598,2.7445,1.832514,15.71771,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,32.7408,25.6192,22.98007,18.65992,35.5,,,,0.136,2.7415,1.790913,16.6326,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,4.764968,6.611204,75.94287,12.68096,18,,,,0.015,2.75,1.740417,17.42525,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,5.307955,7.871747,66.20598,20.61431,18,,,,0.011,2.75,1.692984,17.86486,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,4.774725,13.91543,65.52973,15.78012,18,,,,0.015,2.75,1.727984,17.5298,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,6.245023,6.994146,69.40997,17.35086,18,,,,0.012,2.75,1.729792,18.36067,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,3.382355,11.93069,57.7264,26.96056,18,,,,0.008,2.75,1.840289,14.8725,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,5.209208,14.72222,57.45248,22.61609,18,,,,0.01,2.75,1.828747,15.59377,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,12.54912,25.33322,40.49771,21.61994,18,,,,0.02,2.75,1.888054,14.45268,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,10.00541,13.02442,46.09151,30.87866,25,,,,0.008,2.75,1.89407,14.43629,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,6.711918,25.17793,48.80089,19.30926,18,,,,0.016,2.75,1.860787,14.55811,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,21.05539,23.71817,41.25734,13.9691,25,,,,0.04,2.75,1.856526,14.12745,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,25.68684,22.62427,34.35115,17.33775,56,,,,0.053,2.7,1.893518,12.91209,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,30.3645,21.28146,36.84519,11.50884,35.5,,,,0.07,2.74474,2.037863,10.4073,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,12.77142,24.62667,47.16378,15.43813,35.5,,,,0.028,2.74844,1.868908,14.14729,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,18.60132,37.65476,28.58431,15.15961,35.5,,,,0.099,2.7475,1.88942,12.80429,,,,,,,,,,,,,48.1228329,16.28487898
